SCH Number,Lead Agency Name,Lead Agency Title,Lead Agency Acronym,Document Title,Document Type,Received,Posted,Document Description,Document Portal URL,Project Title,Contact Full Name,Contact Authority,Contact Job Title,Contact Email Address,Contact Address  1,Contact Address  2,Contact City,Contact State,Contact Zip Code,Contact Phone Number,Location Coordinates,Cities,Counties,County Clerks,Location Cross Streets,Location Zip Code,Location Total Acres,Location Parcel Number,Location State Highways,Location Waterways,Location Airports,NOC Has Non Late Comment,NOC State Review Start Date,NOC State Review End Date,NOC Development Type,NOC Local Action,NOC Project Issues,NOC Public Review Start Date,NOC Public Review End Date,NOE Exempt Status,NOE Exempt Citation,NOE Reasons for Exemption,NOD Agency,NOD Approved By Lead Agency,NOD Approved Date,NOD Significant Environmental Impact,NOD Environmental Impact Report Prepared,NOD Negative Declaration Prepared,NOD Other Document Type,NOD Mitigation Measures,NOD Mitigation Reporting Or Monitoring Plan,NOD Statement Of Overriding Considerations Adopted,NOD Findings Made Pursuant,NOD Final EIR Available Location
2023090130,"Lancaster, City of",City of Lancaster,,Tentative Tract Map 61314,MND,9/7/2023,,"The proposed project consists of a subdivision of approximately 30 acres into 84 single-family lots. The lots range in size from 10,010 square feet to 14,146 square feet. Access into the subdivision would be provided from Avenue K and Avenue K-4. All of the streets within the development would be private. A 6’ block wall would be provided around the subdivision with a 4’ landscape maintenance district along Avenue K. ",https://ceqanet.opr.ca.gov/2023090130,Tentative Tract Map 61314,Mitzi Alvarado,City of Lancaster,Planner,malvarado@cityoflancasterca.gov,44933 Fern Avenue,,Lancaster,CA,93534,6617236100,,Lancaster,Los Angeles,,"Avenue K, 30th Street East",93535,30,3170-007-056,N/A,N/A,N/A,No,9/8/2023,10/10/2023,Residential,"Land Division (Subdivision, etc.)","Aesthetics, Air Quality, Biological Resources, Cumulative Effects, Flood Plain/Flooding, Geology/Soils, Land Use/Planning, Public Services, Transportation, Vegetation, Wetland/Riparian",9/8/2023,10/10/2023,,,,,,,,,,,,,,,
2023080644,"Lancaster, City of",City of Lancaster,,Tentative Tract Map No. 62478,MND,8/25/2023,,"The applicant proposes the subdivision of approximately 20 acres into 74 single family residential lots in the R-7,000 zone. The lots would range in size from 7,020 square feet to 15,023 square feet. Access to the subdivision would be from 35th Street East, Jackman Avenue, and Avenue I and would be public. The streets within the subdivision would be private. A block wall would surround the subdivision with sidewalks and publicly maintained landscaping.",https://ceqanet.opr.ca.gov/2023080644,Tentative Tract Map No. 62478,Jocelyn Swain,City of Lancaster,Senior Planner,jswain@cityoflancasterca.org,44933 Fern Ave ,,Lancaster ,CA,93534,6617236100,,Lancaster,Los Angeles,,"35th Street East, Avenue I",93535,20,"3150-003-001, 3150-003-002",N/A,N/A,N/A,Yes,8/25/2023,9/25/2023,Residential,"Land Division (Subdivision, etc.)","Aesthetics, Air Quality, Biological Resources, Cultural Resources, Energy, Flood Plain/Flooding, Geology/Soils, Greenhouse Gas Emissions, Hazards & Hazardous Materials, Hydrology/Water Quality, Land Use/Planning, Mandatory Findings of Significance, Noise, Sewer Capacity, Transportation, Utilities/Service Systems, Vegetation",8/25/2023,9/25/2023,,,,,,,,,,,,,,,
2023080022,"Lancaster, City of",City of Lancaster,,New Pocket Park,NOE,8/1/2023,8/1/2023,"The proposed project involves the construction of a small pocket on approximately 4.35 gross acres/2.9 net acres after construction of the new freeway on-ramp at Avenue J is finished. The proposed pocket park would consist of a small triangle space between the freeway on-ramp and the existing single family residential subdivisions immediately adjacent to the parcels. The proposed pocket park is proposed to be a passive park with a drought-tolerant demonstration garden, some meandering trails and potentially a small playground with shaded areas and benches for seating.",https://ceqanet.opr.ca.gov/2023080022,New Pocket Park,Jocelyn Swain,City of Lancaster,Senior Planner,jswain@cityoflancasterca.org,44933 Fern Ave ,,Lancaster ,CA,93534,6617236100,,Lancaster,Los Angeles,Los Angeles,Avenue J and new southbound freeway onramp,93534,2.9,"3124-012-903, 902, 900, 901",14,Amargosa Creek ,N/A,,,,,,,,,Categorical Exemption,"Class 32, Section 15332, Infill Development Projects","The proposed project is for the construction of a new pocket park on approximately 2.9 net acres in the center of the City of Lancaster. The project site is adjacent to several residential subdivisions and is currently being utilized for the storage of asphalt grindings associated with the construction f the new freeway on-ramp. The proposed project would consist of a passive park with a drought tolerant demonstration garden with some meandering trails and potentially a small play ground with shaded areas and benches for seating. The proposed project is consistent with the general plan and zoning requirements; is located on less than 5 acres; does not contain any habitat with value for special status plant and animal species; would not generate any significant impacts with respect to any resource areas; and can be served by all utilities and public services. Additionally, the project site is not located on a hazardous materials site, along a state scenic highway, has not historical resources and would not generate any cumulative impacts.",,,,,,,,,,,,
2023070371,"Lancaster, City of",City of Lancaster,,Tentative Tract Map No. 83571,MND,7/19/2023,,"The proposed project consists of a 40-lot single-family residential subdivision on approximately 9.78 acres on 40th Street West, south of Avenue J-8. The lots would range in size from 7,091 square feet to 10,972 square feet. Access to the subdivision would be provided from Avenue J-10 and 37th Street West. The streets within the subdivision would be public.",https://ceqanet.opr.ca.gov/2023070371,Tentative Tract Map No. 83571,Kendall Brekke,"City of Lancaster, CA",Planner,kbrekke@cityoflancasterca.gov,44933 Fern Avenue,,Lancaster,CA,93534,6617236109,,Lancaster,Los Angeles,,40th Street West and Avenue J-8,93536,9.79,3153-021-015,14,,,Yes,7/19/2023,9/11/2023,Residential,"Land Division (Subdivision, etc.)","Aesthetics, Air Quality, Biological Resources, Cultural Resources, Flood Plain/Flooding, Geology/Soils, Hazards & Hazardous Materials, Land Use/Planning, Noise, Population/Housing, Public Services, Recreation, Sewer Capacity, Solid Waste, Transportation",7/19/2023,9/11/2023,,,,,,,,,,,,,,,
2023070372,"Lancaster, City of",City of Lancaster,,Tentative Tract Map No. 83572,MND,7/19/2023,,"The applicant proposes to subdivide approximately 28.9 gross acres into 118 single family residential lots in the R-7,000 zone (single family residential, minimum lot size 7,000 square feet.) Lots within the subdivision would range in size from 7,021 square feet to 12,376 square feet. Streets within the subdivision would be private. Access would be from 35th Street East, Lancaster Boulevard, and Kettering Street.",https://ceqanet.opr.ca.gov/2023070372,Tentative Tract Map No. 83572,Jocelyn Swain,City of Lancaster,Senior Planner,jswain@cityoflancasterca.org,44933 Fern Ave ,,Lancaster ,CA,93534,6617236100,,Lancaster,Los Angeles,,"35th Street East, Lancaster Boulevard, 40th Street East",93535,30,"3150-021-028, 3150-021-029",N/A,N/A,N/A,Yes,7/19/2023,8/18/2023,Residential,"Land Division (Subdivision, etc.)","Aesthetics, Air Quality, Biological Resources, Cultural Resources, Energy, Flood Plain/Flooding, Geology/Soils, Greenhouse Gas Emissions, Hydrology/Water Quality, Mandatory Findings of Significance, Noise, Sewer Capacity, Transportation, Utilities/Service Systems",7/19/2023,8/18/2023,,,,,,,,,,,,,,,
2023060746,"Lancaster, City of",City of Lancaster,,Site Plan Review No. 23-003,MND,6/28/2023,,"The applicant (Northpoint Development, LLC) proposes to construct and operate a 581,000 cold storage warehouse and distribution facility. The proposed facility would contain both cold storage and frozen storage areas and up to 40,000 square feet of office space. Truck loading docks and parking areas would be provided along the north and south sides of the building; while employee and visitor parking would be provided along the eastern side of the building. Access to the project site would be from both William Barnes Avenue and 45th Street West. ",https://ceqanet.opr.ca.gov/2023060746,Site Plan Review No. 23-003,Jocelyn Swain,City of Lancaster,Senior Planner,jswain@cityoflancasterca.org,44933 Fern Ave ,,Lancaster ,CA,93534,6617236100,,Lancaster,Los Angeles,,"47th Street West, 45th Street West, William J Barnes Avenue",93536,32,3105-001-042,N/A,N/A,General William J. Fox Airfield,No,6/28/2023,7/28/2023,Industrial,Site Plan,"Aesthetics, Air Quality, Biological Resources, Cultural Resources, Energy, Geology/Soils, Greenhouse Gas Emissions, Hazards & Hazardous Materials, Land Use/Planning, Mandatory Findings of Significance, Noise, Sewer Capacity, Solid Waste, Transportation, Vegetation",6/28/2033,7/28/2023,,,,,,,,,,,,,,,
2023060708,"Lancaster, City of",City of Lancaster,,Site Plan Review No. 23-004,MND,6/27/2023,,"The applicant (Northpoint Development, LLC) proposes to construct and operate a 647,000 warehouse and distribution facility on 38 acres at the northeast corner of Avenue G and 45th Street West. The proposed facility would contain up to 40,000 square feet of office space. Truck loading docks and parking areas would be provided along the north and south sides of the building; while employee and visitor parking would be provided along the western and eastern sides of the building. Access to the project site would be from a driveway along Avenue G and two driveways on 45th Street West. ",https://ceqanet.opr.ca.gov/2023060708,Site Plan Review No. 23-004,Jocelyn Swain,City of Lancaster,Senior Planner,jswain@cityoflancasterca.org,44933 Fern Ave ,,Lancaster ,CA,93534,6617236100,,Lancaster,Los Angeles,,"45th Street West, Avenue G",93536,38,"3105-001-011, -012, -013, -014",14,N/A,General William J. Fox Airfield,Yes,6/27/2023,7/27/2023,Industrial,Site Plan,"Aesthetics, Air Quality, Biological Resources, Energy, Flood Plain/Flooding, Geology/Soils, Greenhouse Gas Emissions, Hydrology/Water Quality, Land Use/Planning, Noise, Sewer Capacity, Solid Waste, Transportation, Utilities/Service Systems, Vegetation, Wetland/Riparian",6/27/2023,7/27/2023,,,,,,,,,,,,,,,
2023060450,"Lancaster, City of",City of Lancaster,,SPR 22-11 and TAPM NO. 83994,MND,6/15/2023,,"The proposed Project consists of an application for a Site Plan Review (SPR No. 22-11) and a Tentative Administrative Parcel Map (TAPM) 083994)). TAPM No. 083994 is a proposed map to subdivide the property into two parcels. SPR 22-11 would allow for the construction and operation of two buildings proposed for light industrial and general warehousing uses with a combined total building area of 233,600 square feet on an approximately 11.83-acre vacant property in the City of Lancaster, California.  ",https://ceqanet.opr.ca.gov/2023060450,SPR 22-11 and TAPM NO. 83994,Cynthia Campaña,City of Lancaster,Senior Planner,ccampana@cityoflancasterca.org,44933 Fern Avenue,,Lancaster,CA,93534,6617236100,,Lancaster,Los Angeles,,"West of Sierra Highway, North of W Ave L-8, and South of Enterprise Way ",93535,11.83,3128-008-009,N/A,N/A,N/A,No,,,Industrial,Site Plan,"Aesthetics, Air Quality, Biological Resources, Cultural Resources, Drainage/Absorption, Flood Plain/Flooding, Geology/Soils, Greenhouse Gas Emissions, Noise, Public Services, Transportation, Tribal Cultural Resources",6/15/2023,7/17/2023,,,,,,,,,,,,,,,
2023050268,"Lancaster, City of",City of Lancaster,,Conditional Use Permit No. 23-001 (J90 South Energy Storage Project,MND,5/10/2023,,"The applicant (J90 ESS, LLC) proposes to construct and operate a battery energy storage facility capable of delivering up to 400 megawatts (MW) of energy storage capacity and associated ancillary services into the California electric grid. The proposed project will be comprised of battery modules installed in racks housed in outdoor battery energy storage system (BESS) enclosures, associated equipment, a project substation, and a generation tie-line (gen-tie) to connect the proposed project to the adjacent Antelope Substation. ",https://ceqanet.opr.ca.gov/2023050268,Conditional Use Permit No. 23-001 (J90 South Energy Storage Project,Jocelyn Swain,City of Lancaster,Senior Planner,jswain@cityoflancasterca.org,44933 Fern Ave ,,Lancaster ,CA,93534,6617236100,,Lancaster,Los Angeles,,90th Street West and Avenue J-8,93536,20,"3203-034-010, 3203-034-011",N/A,N/A,N/A,Yes,5/10/2023,6/9/2023,Power,Use Permit,"Aesthetics, Air Quality, Biological Resources, Cultural Resources, Energy, Flood Plain/Flooding, Geology/Soils, Greenhouse Gas Emissions, Hazards & Hazardous Materials, Hydrology/Water Quality, Land Use/Planning, Mandatory Findings of Significance, Noise, Utilities/Service Systems",5/10/2023,6/9/2023,,,,,,,,,,,,,,,
2022100641,"Lancaster, City of",City of Lancaster,,Eastside Overlay Zone,EIR,4/27/2023,,"The City is proposing to establish an East Side Overlay Zone in the eastern portion of Lancaster. An overlay zone is a zoning district which is applied over one or more previously established zoning districts, establishing additional or stricter standards and criteria for covered properties in addition to those of the underlying zoning district.
In addition to the permitted uses under the existing RR-2.5 (Rural Residential, 1 du/ac) and R-7,000 (Single Family Residential, minimum lot size 7,000 square feet) zones, the overlay zone would allow for additional uses. Generally, the proposed overlay zone would permit new light industrial uses such as alcohol production, contractor storage yards, and research and development. Other new uses subject to conditional use permits include alternative energy uses; automobile repair; building trades and related uses; distribution; food manufacturing, processing, wholesale sales, and storage; light manufacturing; and warehousing. The proposed overlay zone also provides development standards related to parking, height, noise, and other additional standards for the light industrial uses.",https://ceqanet.opr.ca.gov/2022100641/2,Eastside Overlay Zone,Cynthia Campana,City of Lancaster,Senior Planner,ccampana@cityoflancasterca.gov,44933 Fern Avenue,,Lancaster,CA,93534,6617236100,,Lancaster,Los Angeles,,"Bounded by Avenue J, 110th St E, Avenue L and 40th St E",93535,"5,841",,,Little Rock Wash,Palmdale Regional Airport,Yes,4/27/2023,6/12/2023,Other,,"Aesthetics, Agriculture and Forestry Resources, Air Quality, Biological Resources, Cultural Resources, Cumulative Effects, Drainage/Absorption, Energy, Flood Plain/Flooding, Geology/Soils, Greenhouse Gas Emissions, Hazards & Hazardous Materials, Hydrology/Water Quality, Land Use/Planning, Noise, Population/Housing, Septic System, Sewer Capacity, Solid Waste, Transportation, Tribal Cultural Resources",4/27/2023,6/12/2023,,,,,,,,,,,,,,,
